4.117647058823530326e-01,4.814814814814815103e-01,5.555555555555556912e-01,4.999999999999997780e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000222e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999997780e-01
0.000000000000000000e+00,3.703703703703703498e-02,0.000000000000000000e+00,9.999999999999997780e-01
1.000000000000000222e+00,3.703703703703703498e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000222e+00,1.000000000000000222e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000222e+00,1.000000000000000222e+00,9.999999999999997780e-01
1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,0.000000000000000000e+00
1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,9.999999999999997780e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000222e+00,0.000000000000000000e+00
1.000000000000000000e+00,9.629629629629630205e-01,2.592592592592591894e-01,4.999999999999999584e-02
1.000000000000000000e+00,2.222222222222222654e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,3.333333333333333703e-01,8.999999999999999112e-01
1.176470588235293407e-01,7.037037037037037202e-01,5.185185185185186008e-01,0.000000000000000000e+00
1.000000000000000000e+00,6.296296296296296502e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.703703703703703498e-02,1.000000000000000000e+00,6.500000000000001332e-01
4.705882352941175295e-01,1.000000000000000000e+00,2.962962962962962798e-01,0.000000000000000000e+00
2.352941176470587370e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,8.518518518518518601e-01,4.999999999999999584e-02
0.000000000000000000e+00,2.962962962962962798e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.703703703703703498e-02,6.666666666666667407e-01,1.000000000000000000e+00
0.000000000000000000e+00,3.703703703703704608e-01,1.481481481481481122e-01,5.999999999999999778e-01
2.352941176470587370e-01,1.000000000000000000e+00,9.629629629629630205e-01,5.499999999999999334e-01
1.764705882352939625e-01,8.148148148148147696e-01,2.222222222222222654e-01,1.000000000000000000e+00
5.294117647058823595e-01,9.629629629629630205e-01,8.518518518518518601e-01,1.000000000000000000e+00
0.000000000000000000e+00,8.518518518518518601e-01,1.000000000000000000e+00,3.499999999999999223e-01
